Player	Salary	Year
Greg Ostertag	$5,200,000	2000
Charlie Ward	$5,040,000	2000
Lorenzen Wright	$4,950,000	2000
Loy Vaught	$4,812,025	2000
Robert Horry	$4,800,000	2000
Mookie Blaylock	$4,800,000	2000
Chris Mills	$4,800,000	2000
Hersey Hawkins	$4,760,000	2000
Chris Childs	$4,680,000	2000
Chris Mullin	$4,650,000	2000
Bobby Phills	$4,640,000	2000
Bryon Russell	$4,570,000	2000
Bo Outlaw	$4,500,000	2000
Tariq Abdul-Wahad	$4,500,000	2000
Bob Sura	$4,390,000	2000
Jason Caffey	$4,380,000	2000
Brent Barry	$4,320,000	2000
Robert Pack	$4,320,000	2000
Vitaly Potapenko	$4,290,000	2000
Walt Williams	$4,250,000	2000
Howard Eisley	$4,250,000	2000
Brevin Knight	$4,250,000	2000
Scott Williams	$4,200,000	2000
Dan Majerle	$4,050,000	2000
Sam Cassell	$4,000,000	2000
Duane Causwell	$4,000,000	2000
Ben Wallace	$4,000,000	2000
Brad Miller	$4,000,000	2000
Danny Fortson	$3,950,000	2000
Corliss Williamson	$3,940,000	2000
Cedric Ceballos	$3,937,500	2000
Jahidi White	$3,922,000	2000
Scot Pollard	$3,920,000	2000
Rashard Lewis	$3,920,000	2000
Cuttino Mobley	$3,920,000	2000
Eric Williams	$3,890,000	2000
Voshon Lenard	$3,780,000	2000
Nick Anderson	$3,750,000	2000
Dana Barros	$3,700,000	2000
Michael Olowokandi	$3,697,440	2000
Kurt Thomas	$3,680,000	2000
Doug West	$3,680,000	2000
Elton Brand	$3,629,160	2000
Adonal Foyle	$3,580,000	2000
Mark Jackson	$3,570,000	2000
Kenyon Martin	$3,536,640	2000
Michael Stewart	$3,520,000	2000
Derek Strong	$3,510,000	2000
Greg Anthony	$3,500,000	2000
Rex Chapman	$3,500,000	2000
Travis Best	$3,500,000	2000
Rick Fox	$3,400,000	2000
Adam Keefe	$3,390,000	2000
Eric Snow	$3,380,000	2000
Derek Fisher	$3,380,000	2000
Lamond Murray	$3,380,000	2000
Mike Bibby	$3,308,160	2000
Jud Buechler	$3,260,000	2000
Steve Francis	$3,246,960	2000
Greg Minor	$3,240,000	2000
Travis Knight	$3,200,000	2000
Tony Battie	$3,200,000	2000
Don MacLean	$3,178,500	2000
Stromile Swift	$3,164,280	2000
Doug Christie	$3,140,000	2000
Darrell Armstrong	$3,100,000	2000
Tracy Murray	$3,060,000	2000
Mark Bryant	$3,029,268	2000
Chucky Atkins	$3,000,000	2000
Tyrone Nesby	$2,990,000	2000
Raef LaFrentz	$2,970,840	2000
Samaki Walker	$2,960,000	2000
Baron Davis	$2,916,000	2000
Dean Garrett	$2,880,000	2000
Brent Price	$2,880,000	2000
David Wesley	$2,880,000	2000
Kevin Willis	$2,870,000	2000
Jerome Williams	$2,870,000	2000
Mikki Moore	$2,850,000	2000
Darius Miles	$2,841,720	2000
Antonio Daniels	$2,820,000	2000
Popeye Jones	$2,812,500	2000
Anthony Peeler	$2,740,000	2000
Jon Barry	$2,730,000	2000
Lawrence Funderburke	$2,700,000	2000
Ervin Johnson	$2,700,000	2000
Cedric Henderson	$2,700,000	2000
Antawn Jamison	$2,678,400	2000
Walter McCarty	$2,670,000	2000
Lindsey Hunter	$2,650,000	2000
Lamar Odom	$2,628,960	2000
Malik Rose	$2,570,000	2000
Vernon Maxwell	$2,570,000	2000
Marcus Fizer	$2,562,000	2000
Erick Strickland	$2,560,000	2000
Dragan Tarlac	$2,500,000	2000
Vince Carter	$2,425,440	2000
Matt Maloney	$2,401,000	2000
Mark Strickland	$2,400,000	2000
Terry Mills	$2,400,000	2000
Gary Trent	$2,400,000	2000
Jonathan Bender	$2,380,680	2000
Chris Whitney	$2,370,000	2000
Sam Mitchell	$2,370,000	2000
Jim Jackson	$2,330,000	2000
Mike Miller	$2,320,080	2000
Dale Ellis	$2,290,000	2000
John Starks	$2,250,000	2000
Derek Anderson	$2,250,000	2000
Bobby Jackson	$2,250,000	2000
Will Perdue	$2,250,000	2000
Tony Delk	$2,250,000	2000
Chauncey Billups	$2,250,000	2000
A.C. Green	$2,250,000	2000
Othella Harrington	$2,250,000	2000
Brian Shaw	$2,250,000	2000
Sam Perkins	$2,250,000	2000
Maurice Taylor	$2,250,000	2000
Joe Smith	$2,250,000	2000
Bimbo Coles	$2,250,000	2000
Aaron Williams	$2,250,000	2000
Randy Brown	$2,250,000	2000
Eric Montross	$2,240,000	2000
Robert Traylor	$2,203,080	2000
Michael Smith	$2,200,000	2000
Olden Polynice	$2,200,000	2000
Terry Porter	$2,200,000	2000
Steve Kerr	$2,200,000	2000
Detlef Schrempf	$2,200,000	2000
Rodney Rogers	$2,200,000	2000
George Lynch	$2,200,000	2000
Grant Long	$2,200,000	2000
Ron Harper	$2,200,000	2000
Eric Piatkowski	$2,200,000	2000
Shandon Anderson	$2,200,000	2000
Carlos Rogers	$2,200,000	2000
Terry Cummings	$2,200,000	2000
Michael Curry	$2,200,000	2000
John Wallace	$2,200,000	2000
George McCloud	$2,200,000	2000
Calbert Cheaney	$2,200,000	2000
J.R. Reid	$2,200,000	2000
Otis Thorpe	$2,200,000	2000
Jamie Feick	$2,200,000	2000
Chris Crawford	$2,200,000	2000
Wally Szczerbiak	$2,162,280	2000
Sean Rooks	$2,160,000	2000
Cory Alexander	$2,160,000	2000
Lucious Harris	$2,160,000	2000
DerMarr Johnson	$2,107,200	2000
Alvin Williams	$2,100,000	2000
Cherokee Parks	$2,100,000	2000
Matt Bullard	$2,100,000	2000
Vinny Del Negro	$2,100,000	2000
Eric Murdock	$2,100,000	2000
Billy Owens	$2,100,000	2000
Hubert Davis	$2,100,000	2000
Clarence Weatherspoon	$2,100,000	2000
John Williams	$2,100,000	2000
Jason Williams	$2,011,080	2000
Dell Curry	$2,000,000	2000
Johnny Newman	$2,000,000	2000
Richard Hamilton	$1,973,880	2000
Chris Mihm	$1,923,600	2000
Andrew DeClercq	$1,920,000	2000
Keith Closs	$1,920,000	2000
James Robinson	$1,870,000	2000
Larry Hughes	$1,842,480	2000
Aaron McKie	$1,818,000	2000
Andre Miller	$1,808,400	2000
Jamal Crawford	$1,762,320	2000
Greg Foster	$1,760,000	2000
Lorenzo Williams	$1,750,000	2000
Jaren Jackson Jr	$1,750,000	2000
Muggsy Bogues	$1,740,000	2000
Darvin Ham	$1,700,000	2000
Dirk Nowitzki	$1,693,560	2000
Shawn Marion	$1,662,240	2000
Joel Przybilla	$1,619,880	2000
Paul Pierce	$1,608,840	2000
Jason Terry	$1,579,080	2000
Keyon Dooling	$1,538,880	2000
Bonzi Wells	$1,528,440	2000
Trajan Langdon	$1,500,120	2000
Jacque Vaughn	$1,500,000	2000
Predrag Stojakovic	$1,480,000	2000
Jerome Moiso	$1,461,960	2000
Michael Doleac	$1,452,000	2000
Aleksandar Radojevic	$1,425,120	2000
Etan Thomas	$1,388,880	2000
Keon Clark	$1,379,400	2000
Tony Massenburg	$1,360,000	2000
Corey Maggette	$1,353,960	2000
Corie Blount	$1,320,000	2000
Courtney Alexander	$1,319,400	2000
Gary Grant	$1,316,969	2000
Michael Dickerson	$1,310,400	2000
William Avery	$1,286,160	2000
Mateen Cleaves	$1,253,400	2000
Matt Harpring	$1,244,880	2000
Dennis Scott	$1,200,000	2000
Danny Ferry	$1,200,000	2000
LaPhonso Ellis	$1,200,000	2000
Anthony Carter	$1,200,000	2000
Chuck Person	$1,200,000	2000
Zan Tabak	$1,200,000	2000
Joe Kleine	$1,200,000	2000
Eldridge Recasner	$1,200,000	2000
Chris Carr	$1,200,000	2000
Anthony Johnson	$1,200,000	2000
Jason Collier	$1,190,760	2000
Bryce Drew	$1,182,600	2000
Metta World Peace	$1,160,760	2000
Elliot Perry	$1,144,000	2000
Hidayet Turkoglu	$1,131,240	2000
Tom Hammonds	$1,130,000	2000
Radoslav Nesterovic	$1,123,560	2000
Jelani McCoy	$1,110,000	2000
Cal Bowdler	$1,102,800	2000
Greg Buckner	$1,100,000	2000
Sherman Douglas	$1,100,000	2000
Desmond Mason	$1,074,720	2000
Mirsad Turkcan	$1,069,400	2000
James Posey	$1,047,600	2000
Bill Curley	$1,034,500	2000
Quentin Richardson	$1,020,960	2000
Pat Garrity	$1,019,280	2000
Quincy Lewis	$1,000,440	2000
Tyrone Corbin	$1,000,000	2000
Mario Elie	$1,000,000	2000
Monty Williams	$1,000,000	2000
Dee Brown	$1,000,000	2000
Pervis Ellison	$1,000,000	2000
David Wingate	$1,000,000	2000
Felton Spencer	$1,000,000	2000
Jerome Kersey	$1,000,000	2000
Kevin Edwards	$1,000,000	2000
Bruno Sundov	$997,000	2000
Ruben Patterson	$990,000	2000
Roshown McLeod	$978,600	2000
Jamaal Magloire	$975,000	2000
Dion Glover	$960,480	2000
Ricky Davis	$939,360	2000
Speedy Claxton	$936,000	2000
Stacey Augmon	$923,500	2000
Terry Davis	$923,500	2000
Jeff Foster	$922,080	2000
Brian Skinner	$901,800	2000
Morris Peterson	$898,560	2000
Kenny Thomas	$885,120	2000
Fred Hoiberg	$880,000	2000
Tyronn Lue	$865,800	2000
Donnell Harvey	$862,560	2000
Devean George	$849,720	2000
Felipe Lopez	$831,120	2000
DeShawn Stevenson	$828,120	2000
John Crotty	$800,000	2000
Mahmoud Abdul-Rauf	$798,500	2000
Al Harrington	$797,880	2000
Dalibor Bagaric	$795,000	2000
Tim James	$783,120	2000
Sam Jacobson	$768,500	2000
Iakovos Tsakalidis	$763,200	2000
Vonteego Cummings	$757,200	2000
Vladimir Stepania	$749,160	2000
Corey Benjamin	$749,160	2000
Nazr Mohammed	$739,080	2000
Mamadou N'diaye	$737,880	2000
David Benoit	$736,000	2000
Todd Day	$736,000	2000
Isaiah Rider	$736,000	2000
Jumaine Jones	$735,600	2000
Bruce Bowen	$733,000	2000
Scott Padgett	$730,800	2000
Erick Barkley	$712,200	2000
Damon Jones	$710,000	2000
Mark Madsen	$707,040	2000
Darrick Martin	$673,500	2000
Reggie Slater	$673,500	2000
Antonio Harvey	$611,000	2000
Don Reid	$611,000	2000
Todd Fuller	$611,000	2000
Larry Robinson	$611,000	2000
Emanual Davis	$610,000	2000
John Amaechi	$600,000	2000
Eddie Robinson	$600,000	2000
Shammond Williams	$550,000	2000
Shawnelle Scott	$548,500	2000
Doug Overton	$548,500	2000
Rick Brunson	$539,500	2000
Roy Rogers	$523,500	2000
Troy Hudson	$523,500	2000
Etdrick Bohannon	$523,500	2000
Jeff McInnis	$523,500	2000
Tyus Edney	$523,500	2000
Moochie Norris	$523,500	2000
Kevin Ollie	$523,500	2000
Ryan Bowen	$510,000	2000
Laron Profit	$508,000	2000
Ansu Sesay	$508,000	2000
Kornel David	$498,500	2000
Andrae Patterson	$498,500	2000
Mark Pope	$498,500	2000
William Cunningham	$498,500	2000
Earl Boykins	$498,500	2000
Adrian Griffin	$498,500	2000
Gerard King	$489,500	2000
Leon Smith	$483,680	2000
Michael Ruffin	$440,000	2000
Obinna Ekezie	$423,500	2000
Calvin Booth	$423,500	2000
Derrick Dial	$423,500	2000
Todd MacCulloch	$423,500	2000
Jermaine Jackson	$423,500	2000
Lazaro Borrell	$423,500	2000
Jonathan Kerner	$423,500	2000
Rafer Alston	$423,500	2000
Maceo Baston	$423,500	2000
Lari Ketner	$423,500	2000
Michael Hawkins	$423,500	2000
Rodney Buford	$423,500	2000
Evan Eschmeyer	$423,500	2000
Mike Smith	$316,969	2000
Garth Joseph	$316,969	2000
Chris Carrawell	$316,969	2000
Ira Newble	$316,969	2000
Jabari Smith Sr	$316,969	2000
Ruben Garces	$316,969	2000
Paul McPherson	$316,969	2000
Daniel Santiago	$316,969	2000
Ademola Okulaja	$316,969	2000
Pepe Sanchez	$316,969	2000
Ruben Wolkowyski	$316,969	2000
Olumide Oyedeji	$316,969	2000
Pete Mickeal	$316,969	2000
Lavor Postell	$316,969	2000
Michael Redd	$316,969	2000
Jason Hart	$316,969	2000
Eddie House	$316,969	2000
Mike Penberthy	$316,969	2000
Stanislav Medvedenko	$316,969	2000
Zendon Hamilton	$316,969	2000
Dan Langhi	$316,969	2000
Chris Porter	$316,969	2000
Marc Jackson	$316,969	2000
Torraye Braggs	$316,969	2000
Brian Cardinal	$316,969	2000
Eduardo Najera	$316,969	2000
Khalid El-Amin	$316,969	2000
Jake Voskuhl	$316,969	2000
AJ Guyton	$316,969	2000
Terrance Roberson	$316,969	2000
Lee Nailon	$316,969	2000
Stephen Jackson	$316,969	2000
Soumaila Samake	$316,969	2000
Chris Herren	$316,969	2000
Milt Palacio	$316,969	2000
Mark Blount	$316,969	2000
Hanno Mottola	$316,969	2000
Mark Karcher	$50,000	2000
Jamal Robinson	$40,000	2000
Anthony Miller	$40,000	2000
Kevin Garnett	$22,400,000	2001
Shaquille O'Neal	$21,428,572	2001
Alonzo Mourning	$18,754,800	2001
Juwan Howard	$18,750,000	2001
Scottie Pippen	$18,083,564	2001
Karl Malone	$17,500,000	2001
Jayson Williams	$15,125,000	2001
Rasheed Wallace	$14,400,000	2001
Dikembe Mutombo	$14,315,790	2001
Gary Payton	$12,926,493	2001
Chris Webber	$12,750,000	2001
Allan Houston	$12,750,000	2001
Shawn Kemp	$12,660,000	2001
Damon Stoudamire	$12,375,000	2001
Reggie Miller	$12,045,075	2001
Antonio McDyess	$11,700,000	2001
Bryant Reeves	$11,555,554	2001
Larry Johnson	$11,335,714	2001
Stephon Marbury	$11,250,000	2001
Anfernee Hardaway	$11,250,000	2001
Allen Iverson	$11,250,000	2001
Vin Baker	$11,250,000	2001
Latrell Sprewell	$11,250,000	2001
Ray Allen	$11,250,000	2001
Kobe Bryant	$11,250,000	2001
Zydrunas Ilgauskas	$11,250,000	2001
Antoine Walker	$11,250,000	2001
Shareef Abdur-Rahim	$11,250,000	2001
Antonio Davis	$11,000,000	2001
Mitch Richmond	$11,000,000	2001
Tim Duncan	$10,865,250	2001
Tracy McGrady	$10,865,250	2001
Grant Hill	$10,865,250	2001
Jalen Rose	$10,865,250	2001
Keith Van Horn	$10,865,250	2001
Michael Finley	$10,625,000	2001
Vlade Divac	$10,444,642	2001
Nick Van Exel	$10,164,642	2001
Tom Gugliotta	$10,114,000	2001
Eddie Jones	$10,091,250	2001
Brian Grant	$9,925,076	2001
Tim Thomas	$9,675,000	2001
Theo Ratliff	$9,667,969	2001
David Robinson	$9,500,000	2001
Terrell Brandon	$9,300,000	2001
Steve Smith	$9,000,000	2001
Glenn Robinson	$8,990,000	2001
Glen Rice	$8,800,000	2001
Derrick Coleman	$8,710,000	2001
Jason Kidd	$8,447,500	2001
Kenny Anderson	$8,350,000	2001
Kerry Kittles	$8,166,667	2001
Matt Geiger	$8,142,160	2001
Elden Campbell	$7,975,000	2001
Toni Kukoc	$7,906,783	2001
Clifford Robinson	$7,656,250	2001
Marcus Camby	$7,300,000	2001
Chris Dudley	$7,200,000	2001
Dale Davis	$7,010,000	2001
John Stockton	$7,000,000	2001
Jamal Mashburn	$6,975,000	2001
Greg Ostertag	$6,933,328	2001
Ron Mercer	$6,750,000	2001
Tyrone Hill	$6,600,000	2001
Charles Oakley	$6,545,000	2001
Donyell Marshall	$6,510,000	2001
Alan Henderson	$6,500,312	2001
Maurice Taylor	$6,500,000	2001
Derek Anderson	$6,495,000	2001
PJ Brown	$6,404,800	2001
Luc Longley	$6,325,000	2001
Jermaine O'Neal	$6,325,000	2001
Austin Croshere	$6,310,000	2001
Wesley Person	$6,300,000	2001
Erick Dampier	$6,235,000	2001
Kelvin Cato	$6,048,000	2001
Bo Outlaw	$6,000,000	2001
Derrick McKey	$6,000,000	2001
Jim McIlvaine	$6,000,000	2001
Jerry Stackhouse	$5,843,750	2001
Steve Nash	$5,750,000	2001
Isaac Austin	$5,695,715	2001
Shandon Anderson	$5,500,000	2001
Lorenzen Wright	$5,500,000	2001
Nick Anderson	$5,401,906	2001
Mookie Blaylock	$5,400,000	2001
Chris Mills	$5,400,000	2001
Alvin Williams	$5,350,000	2001
Robert Horry	$5,300,000	2001
Loy Vaught	$5,222,025	2001
Bobby Phills	$5,220,000	2001
Bob Sura	$5,213,333	2001
Chris Childs	$5,200,000	2001
Doug Christie	$5,200,000	2001
Eddie Robinson	$5,170,000	2001
Bryon Russell	$5,142,857	2001
Charlie Ward	$5,110,000	2001
Tariq Abdul-Wahad	$5,062,500	2001
Hakeem Olajuwon	$5,061,539	2001
Jerome Williams	$5,000,000	2001
Predrag Stojakovic	$5,000,000	2001
Walt Williams	$5,000,000	2001
Jason Caffey	$4,812,500	2001
Howard Eisley	$4,781,250	2001
Vitaly Potapenko	$4,762,500	2001
Rod Strickland	$4,750,000	2001
Ben Wallace	$4,700,000	2001
Brent Barry	$4,680,000	2001
Michael Olowokandi	$4,662,472	2001
Scott Williams	$4,650,000	2001
Danny Fortson	$4,649,534	2001
Clarence Weatherspoon	$4,638,000	2001
Calvin Booth	$4,539,000	2001
Ruben Patterson	$4,538,000	2001
Joe Smith	$4,538,000	2001
Anthony Mason	$4,538,000	2001
Avery Johnson	$4,538,000	2001
Todd MacCulloch	$4,538,000	2001
Christian Laettner	$4,500,000	2001
Brevin Knight	$4,500,000	2001
Shawn Bradley	$4,500,000	2001
Nazr Mohammed	$4,500,000	2001
Eric Williams	$4,448,000	2001
Jahidi White	$4,413,375	2001
Rashard Lewis	$4,413,375	2001
Kurt Thomas	$4,413,375	2001
Cuttino Mobley	$4,413,375	2001
Adonal Foyle	$4,400,000	2001
Brad Miller	$4,400,000	2001
Sam Cassell	$4,350,000	2001
Scot Pollard	$4,344,187	2001
Voshon Lenard	$4,252,435	2001
Mike Bibby	$4,174,893	2001
Darrell Armstrong	$4,005,000	2001
Aaron McKie	$4,000,000	2001
Corliss Williamson	$4,000,000	2001
Elton Brand	$3,882,360	2001
Derek Strong	$3,861,000	2001
Mark Jackson	$3,860,000	2001
Rex Chapman	$3,850,000	2001
Michael Stewart	$3,840,000	2001
Kenyon Martin	$3,801,960	2001
Rick Fox	$3,791,250	2001
Raef LaFrentz	$3,755,142	2001
Eric Snow	$3,750,000	2001
Lamond Murray	$3,750,000	2001
Kwame Brown	$3,697,440	2001
Brent Price	$3,680,000	2001
Ervin Johnson	$3,670,929	2001
Jud Buechler	$3,600,000	2001
Travis Knight	$3,600,000	2001
Moochie Norris	$3,600,000	2001
Tony Battie	$3,600,000	2001
Zeljko Rebraca	$3,500,000	2001
Steve Francis	$3,473,520	2001
Lindsey Hunter	$3,425,760	2001
Stromile Swift	$3,401,640	2001
Tracy Murray	$3,400,000	2001
Antawn Jamison	$3,388,176	2001
Travis Best	$3,375,000	2001
Tim Hardaway	$3,360,390	2001
Tyson Chandler	$3,308,160	2001
Chucky Atkins	$3,300,000	2001
Tyrone Nesby	$3,260,000	2001
Anthony Carter	$3,250,000	2001
Marc Jackson	$3,250,000	2001
Dean Garrett	$3,240,000	2001
David Wesley	$3,240,000	2001
Jon Barry	$3,175,000	2001
Walter McCarty	$3,125,000	2001
Baron Davis	$3,119,400	2001
Vince Carter	$3,073,032	2001
Darius Miles	$3,054,840	2001
Evan Eschmeyer	$3,038,000	2001
Lawrence Funderburke	$3,025,000	2001
Jaren Jackson Jr	$3,020,834	2001
Antonio Daniels	$3,000,000	2001
LaPhonso Ellis	$3,000,000	2001
Derek Fisher	$3,000,000	2001
Eric Piatkowski	$3,000,000	2001
Kevin Willis	$3,000,000	2001
Cedric Henderson	$3,000,000	2001
Greg Anthony	$3,000,000	2001
Anthony Peeler	$2,978,500	2001
Pau Gasol	$2,970,840	2001
Andrew DeClercq	$2,900,000	2001
Lamar Odom	$2,812,320	2001
Robert Traylor	$2,793,505	2001
Marcus Fizer	$2,754,120	2001
Chris Whitney	$2,700,000	2001
Eddy Curry	$2,678,400	2001
Johnny Newman	$2,675,000	2001
John Wallace	$2,630,000	2001
Jason Williams	$2,554,072	2001
Jonathan Bender	$2,546,760	2001
Matt Maloney	$2,543,750	2001
Mikki Moore	$2,531,250	2001
Chris Gatling	$2,504,227	2001
Chris Crawford	$2,500,000	2001
Mike Miller	$2,494,080	2001
Eric Montross	$2,480,000	2001
John Starks	$2,475,000	2001
Bobby Jackson	$2,475,000	2001
Tony Delk	$2,475,000	2001
Othella Harrington	$2,475,000	2001
Chauncey Billups	$2,475,000	2001
Aaron Williams	$2,475,000	2001
Randy Brown	$2,475,000	2001
Jason Richardson	$2,425,440	2001
Horace Grant	$2,419,580	2001
Hubert Davis	$2,418,750	2001
Steve Kerr	$2,406,250	2001
Michael Smith	$2,400,000	2001
Terry Porter	$2,400,000	2001
Rodney Rogers	$2,400,000	2001
Grant Long	$2,400,000	2001
Sean Rooks	$2,400,000	2001
Michael Curry	$2,400,000	2001
George McCloud	$2,400,000	2001
Calbert Cheaney	$2,400,000	2001
Stacey Augmon	$2,400,000	2001
George Lynch	$2,400,000	2001
Lucious Harris	$2,400,000	2001
Jamie Feick	$2,400,000	2001
Larry Hughes	$2,343,635	2001
Wally Szczerbiak	$2,313,240	2001
Malik Rose	$2,285,000	2001
Vinny Del Negro	$2,275,000	2001
DerMarr Johnson	$2,265,240	2001
Shane Battier	$2,203,080	2001
Bimbo Coles	$2,200,000	2001
John Amaechi	$2,175,000	2001
Dirk Nowitzki	$2,157,595	2001
Patrick Ewing	$2,118,420	2001
Richard Hamilton	$2,111,640	2001
Dell Curry	$2,100,000	2001
Chris Mihm	$2,067,960	2001
Paul Pierce	$2,051,271	2001
Bonzi Wells	$2,028,239	2001
Eddie Griffin	$2,011,080	2001
Michael Doleac	$2,000,856	2001
Bryant Stith	$2,000,000	2001
Cory Alexander	$1,995,741	2001
Keon Clark	$1,971,163	2001
Michael Dickerson	$1,940,702	2001
Andre Miller	$1,934,520	2001
Matt Harpring	$1,908,401	2001
Jamal Crawford	$1,894,560	2001
Lorenzo Williams	$1,880,000	2001
DeSagana Diop	$1,842,480	2001
Tom Hammonds	$1,800,000	2001
Shawn Marion	$1,778,160	2001
Greg Foster	$1,764,247	2001
Darvin Ham	$1,760,000	2001
Shammond Williams	$1,750,000	2001
Joel Przybilla	$1,741,440	2001
Radoslav Nesterovic	$1,725,788	2001
Tyronn Lue	$1,700,000	2001
Rodney White	$1,693,560	2001
Jason Terry	$1,689,360	2001
Keyon Dooling	$1,654,320	2001
Tony Massenburg	$1,650,000	2001
Corie Blount	$1,609,235	2001
Joe Johnson	$1,608,840	2001
Trajan Langdon	$1,604,880	2001
Dana Barros	$1,600,000	2001
Fred Hoiberg	$1,600,000	2001
Jerome Moiso	$1,571,640	2001
Pat Garrity	$1,569,691	2001
Kendall Gill	$1,538,000	2001
Kedrick Brown	$1,528,440	2001
Aleksandar Radojevic	$1,524,600	2001
Muggsy Bogues	$1,520,860	2001
Roshown McLeod	$1,509,001	2001
Popeye Jones	$1,500,000	2001
Danny Manning	$1,500,000	2001
Ricky Davis	$1,496,400	2001
Etan Thomas	$1,493,040	2001
Brian Skinner	$1,483,461	2001
Vladimir Radmanovic	$1,452,000	2001
Corey Maggette	$1,448,400	2001
Al Harrington	$1,436,982	2001
Courtney Alexander	$1,418,400	2001
Samaki Walker	$1,400,000	2001
Richard Jefferson	$1,379,400	2001
William Avery	$1,375,920	2001
Mateen Cleaves	$1,347,480	2001
Will Perdue	$1,320,000	2001
Troy Murphy	$1,310,400	2001
Eldridge Recasner	$1,300,000	2001
Matt Bullard	$1,300,000	2001
Bryce Drew	$1,300,000	2001
Jason Collier	$1,280,040	2001
Steven Hunter	$1,244,880	2001
Metta World Peace	$1,241,760	2001
Hidayet Turkoglu	$1,216,080	2001
Greg Buckner	$1,200,000	2001
Kirk Haston	$1,182,600	2001
Cal Bowdler	$1,179,720	2001
Desmond Mason	$1,155,240	2001
Michael Bradley	$1,123,560	2001
James Posey	$1,120,680	2001
Quentin Richardson	$1,097,520	2001
Quincy Lewis	$1,070,280	2001
Jason Collins	$1,067,400	2001
Jamaal Magloire	$1,048,080	2001
Dion Glover	$1,027,440	2001
Zach Randolph	$1,019,280	2001
Michael Ruffin	$1,009,147	2001
Speedy Claxton	$1,006,200	2001
Michael Jordan	$1,000,000	2001
John Crotty	$1,000,000	2001
Mark Bryant	$1,000,000	2001
Danny Ferry	$1,000,000	2001
Dan Majerle	$1,000,000	2001
Don Reid	$1,000,000	2001
Felton Spencer	$1,000,000	2001
Sam Mitchell	$1,000,000	2001
Jeff Foster	$986,400	2001
Brendan Haywood	$978,600	2001
Morris Peterson	$966,000	2001
Don MacLean	$965,850	2001
Brian Shaw	$963,415	2001
Kenny Thomas	$946,920	2001
Tim James	$943,252	2001
Joseph Forte	$939,360	2001
Donnell Harvey	$927,360	2001
Jeryl Sasser	$901,800	2001
DeShawn Stevenson	$890,280	2001
Brandon Armstrong	$865,800	2001
Dalibor Bagaric	$854,640	2001
Devean George	$834,250	2001
Andrei Kirilenko	$831,120	2001
Iakovos Tsakalidis	$820,400	2001
Vonteego Cummings	$810,000	2001
Gerald Wallace	$797,880	2001
Mamadou N'diaye	$793,200	2001
Jim Jackson	$789,170	2001
Jumaine Jones	$786,600	2001
Scott Padgett	$781,680	2001
Monty Williams	$778,350	2001
Carlos Rogers	$778,350	2001
Darrick Martin	$778,350	2001
Samuel Dalembert	$771,480	2001
Mark Madsen	$759,960	2001
Primoz Brezec	$749,160	2001
Jamaal Tinsley	$749,160	2001
Tony Parker	$744,480	2001
Cherokee Parks	$715,850	2001
Bruce Bowen	$715,850	2001
Mitchell Butler	$715,850	2001
Antonio Harvey	$715,850	2001
Larry Robinson	$715,850	2001
Gary Trent	$715,850	2001
Mark Strickland	$715,850	2001
Emanual Davis	$715,850	2001
Milt Palacio	$690,000	2001
Victor Alexander	$653,350	2001
Earl Boykins	$650,000	2001
Reggie Slater	$646,011	2001
Erick Barkley	$638,000	2001
Erick Strickland	$637,415	2001
Laron Profit	$630,850	2001
Ryan Bowen	$630,850	2001
Rafer Alston	$625,000	2001
Harold Jamison	$600,000	2001
Stephen Jackson	$590,850	2001
Rick Brunson	$590,850	2001
Troy Hudson	$590,850	2001
Mark Pope	$590,850	2001
Jeff McInnis	$590,850	2001
Shawnelle Scott	$590,850	2001
Kevin Ollie	$590,850	2001
Jacque Vaughn	$590,850	2001
Felipe Lopez	$565,850	2001
Vladimir Stepania	$565,850	2001
Sean Marks	$565,850	2001
Jelani McCoy	$565,850	2001
Bruno Sundov	$565,850	2001
Damon Jones	$565,850	2001
